id,type,name,canonical,cached_count,merger_id
1915,Relationship,Darla/Drusilla,false,45,1080862
1929,Relationship,Angel/Willow Rosenberg,true,216,
1936,Relationship,Zoe/Inara,false,6,6423
1937,Relationship,Tara Maclay/Willow Rosenberg,true,1288,
1938,Relationship,Greg House/James Wilson/Lisa Cuddy,false,11,6543
1947,Relationship,Faith Lehane/Gwendolyn Post,true,1,
1949,Relationship,Greg House/Lisa Cuddy,false,37,6544
1951,Relationship,Greg House/Stacy Warner,true,185,
1952,Relationship,House/Cameron,false,20,6541
1973,Relationship,Eric Foreman/Greg House,true,53,
1991,Relationship,Dom/Billy,false,7,2140
2006,Relationship,Greg House/Rodney McKay,true,6,
2011,Relationship,House/Chase,false,25,6546
2012,Relationship,Lisa Cuddy/Remy Hadley,false,31,22186698
2016,Relationship,Jack/Sam,true,96,
2027,Relationship,Jared Padalecki/Jensen Ackles,false,164,5494
2028,Relationship,Jared Padalecki/Dean Winchester,true,57,
2038,Relationship,Jensen Ackles/Sam Winchester,true,69,
2046,Relationship,Stuart/Vince,false,6,6583
2058,Relationship,Dean Winchester/Bela Talbot,false,9,5669
2066,Relationship,Rodney McKay/Ronon Dex,false,23,6123
2134,Relationship,Cate Blanchett/Miranda Otto,true,18,
2140,Relationship,Billy Boyd/Dominic Monaghan,true,1056,
2148,Relationship,Elijah Wood/Dominic Monaghan,false,9,12723
2154,Relationship,Remus Lupin/Sirius Black,false,546,1110
2156,Relationship,Harry Potter/Neville Longbottom,false,53,6658
2166,Relationship,Hoban Washburne/Zoe Alleyne,false,7,47707
2169,Relationship,River Tam/Simon Tam,true,118,
2202,Relationship,Dean Forester/Rory Gilmore,true,89,
2218,Relationship,Ray/Stella,true,2,
2270,Relationship,dick/roy,false,23,9575
2292,Relationship,Daniel Jackson/Cameron Mitchell,true,313,
2299,Relationship,Daniel Jackson/Jonas Quinn,true,66,
2306,Relationship,others,false,1837,
2308,Relationship,Jack O'Neill/Daniel Jackson,false,132,5731
2317,Relationship,Jack O'Neill/Jonas Quinn,true,86,
2323,Relationship,"Logan Echolls/Eli ""Weevil"" Navarro",true,64,
2337,Relationship,Draco Malfoy/Severus Snape,true,850,
2341,Relationship,Narcissa Malfoy/Severus Snape,false,39,965921
2343,Relationship,Lucius Malfoy/Severus Snape,true,1360,
2344,Relationship,Severus Snape/Voldemort,true,229,
2345,Relationship,Severus Snape/OMC,false,28,913013
2354,Relationship,Harry/Draco,false,1613,99
2356,Relationship,Minerva McGonagall/Severus Snape,true,327,
2359,Relationship,Harry/Ron,false,145,1241
2369,Relationship,Igor Karkaroff/Severus Snape,true,28,
2373,Relationship,Lucius Malfoy/Narcissa Malfoy,false,441,965881
2390,Relationship,Hermione Granger/Severus Snape,true,7084,
2391,Relationship,Snape/Hermione,false,29,2390
2393,Relationship,house/wilson,false,228,207
2404,Relationship,Ron/Draco,false,197,6657
2409,Relationship,Fraser/Vecchio,false,32,7254
2419,Relationship,Frank Iero/Mikey Way,true,666,
2420,Relationship,Frank Iero/Bob Bryar,false,7,13004
2421,Relationship,Frank Iero/Gerard Way,true,11567,
2422,Relationship,Mikey Way/Pete Wentz,true,1868,
2429,Relationship,Patrick Stump/Pete Wentz,true,6522,
2440,Relationship,Sam Winchester/Jessica Moore,false,230,36
2482,Relationship,Qui-Gon/Obi-Wan,false,57,6779
2495,Relationship,Jin/Mugen,false,73,28320374
2506,Relationship,Fuu/Mugen,false,60,21554337
2518,Relationship,Mizuno Tatsuya/Kazamatsuri Shou,true,8,
2523,Relationship,John/Ronon,false,27,5468
2544,Relationship,John Lennon/Paul McCartney,true,2370,
2559,Relationship,House/Cuddy,false,28,6544
2582,Relationship,Dean/Other,false,12,77692
2604,Relationship,Danny/Rusty,false,16,8687
2633,Relationship,Elizabeth Bennet/Fitzwilliam Darcy,true,2293,
2659,Relationship,Spike/Willow Rosenberg,false,7,30592
2674,Relationship,Dean/Castiel,false,5310,5672
2702,Relationship,"Charles ""Trip"" Tucker III/Malcolm Reed",false,8,12932
2704,Relationship,Jonathan Archer/Malcolm Reed,true,764,
2705,Relationship,Jonathan Archer/Travis Mayweather,true,15,
2711,Relationship,Bruce/Clark,false,106,6624
2740,Relationship,lambs,false,9,6155
2771,Relationship,Severus Snape/Regulus Black,false,18,6660
2773,Relationship,Roy/Ed,false,187,10230
2774,Relationship,Clark/OFC,false,7,11395045
2817,Relationship,Spike/Xander,false,231,7090
2858,Relationship,Remus Lupin/Charlie Weasley,true,46,
2923,Relationship,Greg/Nick,false,27,5505
2924,Relationship,Bright/Ephram,false,10,8444
2926,Relationship,DiNozzo/McGee,false,6,6564
2930,Relationship,Vincent Crabbe/Gregory Goyle,true,90,
2936,Relationship,Bruce Wayne/Harvey Dent,false,32,6625
2938,Relationship,Scully/Mulder,false,34,4905
2955,Relationship,Xander/Faith,false,12,5528
2961,Relationship,Willow/Xander,false,6,5496
2987,Relationship,Charles Gunn/Wesley Wyndam-Pryce,true,193,
2990,Relationship,Angel/Spike,false,857,8426125
2991,Relationship,Lindsey McDonald/Wesley Wyndam-Pryce,false,18,9476101
3006,Relationship,Matt/Mohinder,false,19,6099
3014,Relationship,Blair Sandburg/Original Male Character,false,50,20719275
3039,Relationship,Angel/Doyle,false,8,42413
3050,Relationship,Firenze/Severus Snape,true,3,
3062,Relationship,Jack Harkness/John Sheppard,true,7,
3076,Relationship,Xavier/Magneto,false,7,18525
3077,Relationship,Fakir/Ahiru,false,8,7773862
3081,Relationship,Angel/Wesley,false,10,11673085
3085,Relationship,Remus/Sirius,false,421,1110
3089,Relationship,Fakir/Mytho,false,28,22964928
3091,Relationship,Ahiru/Rue,false,9,24770727
3119,Relationship,Greg House/Michael Tritter,true,4,
3121,Relationship,James Wilson/Greg House,false,31,207
3122,Relationship,Blair/Jim,false,30,485
3153,Relationship,Casey McCall/Dan Rydell,true,463,
3164,Relationship,Spike/Drusilla,false,86,921763
3166,Relationship,Colbert/Fick,false,8,13261
3169,Relationship,Aziraphale/Crowley,false,2277,575567
3170,Relationship,Vecchio/Kowalski,false,13,7253
3176,Relationship,Obi-Wan/Qui-Gon,false,13,6779
3177,Relationship,Han/Lando,false,13,6780
3186,Relationship,Arthur Dent/Ford Prefect,true,177,
3191,Relationship,Orange/White,false,9,10428985
3195,Relationship,Rimmer/Lister,false,26,6474
3232,Relationship,Jack Harkness/Evan Lorne,true,5,
3249,Relationship,Ian Edgerton/Charlie Eppes,true,423,
3253,Relationship,Ian Edgerton/Don Eppes,true,65,
3271,Relationship,Connor/Murphy,false,21,14168
3416,Relationship,J/7,false,9,6760
3422,Relationship,Hal Jordan/Kyle Rayner,true,65,
3439,Relationship,Will Turner/Elizabeth Swann,false,18,6166
3441,Relationship,daniel/vala,false,10,5757
3458,Relationship,Hermione Granger/Ron Weasley,true,15006,
3482,Relationship,Imp y Celyn/Adrian Turnipseed,true,2,
3493,Relationship,Helena Cain/Gina Inviere,true,42,
3500,Relationship,J/C,false,198,6763
3504,Relationship,Minerva McGonagall/Romilda Vane,true,1,
3510,Relationship,Adam Monroe/Peter Petrelli,true,17,
3523,Relationship,Antonio/Sebastian,false,27,7392107
3540,Relationship,Snape/Draco,false,10,2337
3548,Relationship,Harry Potter/Ginny Weasley,true,11895,
3550,Relationship,Hikaru/Akira,false,7,9864
3552,Relationship,Dean/Seamus,false,30,6640
3555,Relationship,Daisuke/Ken,false,7,8153875
3559,Relationship,Janeway/Chakotay,false,302,6763
3562,Relationship,Paris/Torres,false,9,6765
3589,Relationship,Frodo/Sam,false,56,13674
3602,Relationship,Sirius Black/Kingsley Shacklebolt,true,33,
3614,Relationship,Alan/Billy,false,22,7185
3651,Relationship,Dumbledore/Grindelwald,false,6,7168
3659,Relationship,Seishirou/Subaru,false,19,12893
3713,Relationship,James/Lily,true,822,
3714,Relationship,James/Sirius,false,57,7181
3738,Relationship,Ritsuka/Soubi,false,15,11522
3785,Relationship,Harry Dresden/Thomas Raith,true,86,
3786,Relationship,Don Eppes/Colby Granger,true,57,
3787,Relationship,Jay Burchell/Tyler Fog,true,4,
3788,Relationship,Ronon Dex/Daniel Jackson,true,7,
3790,Relationship,Methos/Duncan MacLeod,false,23,13414054
3791,Relationship,Jack Sparrow/James Norrington,false,30,6165
3799,Relationship,Jay/Kay,false,9,8162869
3801,Relationship,Iceman/Maverick,false,12,203738
3802,Relationship,John Sheppard/Evan Lorne,false,27,5548
3810,Relationship,Jane/John,true,2,
3816,Relationship,Mary Bennet/Anne de Bourgh,true,12,
3822,Relationship,Sam/other,false,6,119777
3834,Relationship,Bill/Fleur,false,9,6631
3843,Relationship,Harry Potter/Percy Weasley,true,195,
3855,Relationship,Jo/Laurie,false,10,13180
3869,Relationship,Lucius Malfoy/Percy Weasley,true,29,
3878,Relationship,Hibari/Yamamoto,false,13,5916
3883,Relationship,Sylar/Claire,false,13,35621072
3893,Relationship,Fred Weasley/George Weasley,true,708,
3896,Relationship,Merlin/Arthur,false,2156,260746
3907,Relationship,Bill/Tom,false,34,10501
3930,Relationship,Sam Winchester/Other,false,18,77691
3933,Relationship,John Sheppard/Other,false,6,83788
3977,Relationship,Kara/Laura,false,7,6577979
4003,Relationship,Wilson/House,false,9,207
4009,Relationship,Charlie Crews/Ted Earley,true,16,
4021,Relationship,George/Paul,true,8,
4034,Relationship,Howl/Sophie,false,11,37077
4040,Relationship,Doumeki/Watanuki,false,41,5490
4043,Relationship,McKay/Sheppard,false,259,103
4098,Relationship,Dominic Monaghan/Billy Boyd,false,6,2140
4132,Relationship,F/K,false,100,473
4144,Relationship,Owen/Tosh,false,9,7821
4145,Relationship,Owen/Ianto,false,8,7600
4146,Relationship,Rhys/Gwen,false,6,7824
4155,Relationship,Snape/Harry,false,96,1600
4169,Relationship,Lois/Clark,false,59,9576
4183,Relationship,Sora/Riku,false,115,846479
4216,Relationship,Allison Dubois/Joe Dubois,true,10,
4237,Relationship,Jack Harkness/Lady of the Lake,true,1,
4240,Relationship,Arthur/Merlin,false,1950,260746
4242,Relationship,Gwen/Morgana,false,244,242770
4284,Relationship,Jean Grey/Scott Summers,true,1043,
4318,Relationship,Willow Rosenberg/Edna St. Vincent Millay,true,1,
4328,Relationship,Bond/M,false,18,10186
4342,Relationship,Sam/Ruby,false,52,5683
4343,Relationship,Dean/Ruby,false,7,5682
4345,Relationship,Greg House/Allison Cameron,false,10,6541
4352,Relationship,Mark/Lexie,false,6,7231
4362,Relationship,Dean/Jo,false,46,5673
4373,Relationship,Jack/Claire,false,8,7866
4374,Relationship,Jack/Sawyer,false,25,33252
4375,Relationship,Jack/Sawyer/Claire,false,11,33248
4376,Relationship,Jack/OFC,false,6,1007959
4378,Relationship,Sawyer/Claire,false,13,33244
4380,Relationship,Claire/Jack,true,8,
4387,Relationship,Kara/Leoben,false,17,6557888
4392,Relationship,Charlie/Claire,false,6,6282
4406,Relationship,Jim/Pam,false,33,6587
4411,Relationship,Sawyer/Juliet,false,9,33266
4443,Relationship,Dino/Hibari,false,9,7703254
4455,Relationship,James Biggs/Tom Ludlow,true,4,
4501,Relationship,Fraser/Kowalski/Vecchio,false,11,7255
4504,Relationship,Callum Keith Rennie/Hugh Dillon,false,6,6060
4507,Relationship,n/a,false,839,267340
4509,Relationship,Ray Kowalski/Stella Kowalski,true,171,
4551,Relationship,Eugenides/Attolia,false,10,25101531
4587,Relationship,Benton Fraser/Victoria Metcalfe,false,16,95221
4628,Relationship,Buffy/Willow,false,13,5502
4640,Relationship,Arthur/Gwen/Merlin,false,14,260202
4642,Relationship,Ronon Dex/Miko Kusanagi,true,3,
4657,Relationship,Daniel Jackson/Rodney McKay,true,52,
4658,Relationship,Helena Cain/Kendra Shaw,true,5,
4671,Relationship,Helena Cain/Kara Thrace,false,16,6576050
4672,Relationship,Helena Cain/Laura Roslin,true,32,
4691,Relationship,George Hammond/Walter Harriman,true,4,
4692,Relationship,Jack O'Neill/John Sheppard,true,26,
4693,Relationship,Jack O'Neill/Samantha Carter,false,10,12595945
4696,Relationship,Ben Browder/Claudia Black,false,9,6713
4697,Relationship,Nathan Fillion/Alan Tudyk,true,1,
4699,Relationship,Jayne/River,false,7,6153
4700,Relationship,Jayne/Kaylee,false,61,6152
4701,Relationship,Mal/Jayne,false,24,6410
4709,Relationship,Nathan Fillion/Sean Maher,true,14,
4719,Relationship,Jack Harkness/Ianto Jones,true,11106,
4737,Relationship,John Sheppard/Cameron Mitchell,false,26,5471
4742,Relationship,John Sheppard/Other Male Character,false,41,83788
4746,Relationship,John Sheppard/Nancy Sheppard,true,51,
4771,Relationship,Mizuki/Yuuta,false,13,5778
4787,Relationship,SanaYuki,false,14,5834
4795,Relationship,Iolaus/Gabrielle,false,6,108470
4806,Relationship,John Winchester/Dean Winchester,false,29,1081
4817,Relationship,Sam/Dean/Jess,false,7,77654
4820,Relationship,Hamlet/Horatio,false,305,21488793
4834,Relationship,Andy/Natalie,true,1,
4851,Relationship,Ford/Arthur,false,11,3186
4873,Relationship,Simon Banks/Original Female Character,true,5,
4896,Relationship,Ishmael/Queequeg,false,14,9823552
4902,Relationship,Dan Rydell/Casey McCall,false,30,3153
4903,Relationship,Josh Lyman/Sam Seaborn,true,768,
4905,Relationship,Fox Mulder/Dana Scully,true,10296,
4958,Relationship,Ennis/Jack,false,11,7174
4964,Relationship,Tosh/Owen,false,10,7821
4983,Relationship,Face/Murdock,false,7,200762
4990,Relationship,Ginny/Luna,false,28,6643
4991,Relationship,Billy/Penny,false,22,280883
4992,Relationship,Ryan Evans/Chad Danforth,false,8,5697
5002,Relationship,Richard Dean Anderson/Michael Shanks,true,13,
5031,Relationship,John/Rodney/Ronon,false,7,5553
5033,Relationship,Duo/Heero,false,88,6191
5067,Relationship,Draco Malfoy/Ginny Weasley,true,1529,
5094,Relationship,Chichiri/Tasuki,false,11,20601204
5116,Relationship,various,false,330,
5122,Relationship,Yukimura/Sanada,false,13,5834
5141,Relationship,Hiruma/Mamori,false,7,5575
5145,Relationship,Tezuka/Fuji,false,11,5753
5174,Relationship,Kurogane/Fai,false,64,862168
5198,Relationship,Shin/Sena,false,8,5576
5202,Relationship,Fai/Kurogane,false,18,862168
5213,Relationship,Seeley Booth/Temperance Brennan,true,937,
5225,Relationship,Bastian Schweinsteiger/Lukas Podolski,false,14,7491
5267,Relationship,Elizabeth Weir/John Sheppard,false,37,5467
5269,Relationship,Elizabeth Weir/Teyla Emmagan,false,9,5469
5270,Relationship,John Sheppard/Ronon Dex,false,48,5468
5275,Relationship,Clark Kent/Lex Luthor,true,5443,
5276,Relationship,Jack Harkness/Tish Jones,true,4,
5317,Relationship,Dylan Hunt/Gaheris Rhade,true,6,
5335,Relationship,JC/Lance,false,7,6593
5373,Relationship,Hardison/Eliot,false,6,5884
5374,Relationship,Hardison/Parker,false,29,5899
5375,Relationship,Eliot/Parker,false,17,14173148
5379,Relationship,Spike/Wesley,false,7,6063
5405,Relationship,Tim Bayliss/Billy Tallent,true,20,
5409,Relationship,Eric Taylor/Tami Taylor,true,52,
5413,Relationship,Tim Bayliss/Mark Smithbauer,true,2,
5416,Relationship,Tim Bayliss/Julianna Cox,true,2,
5455,Relationship,Billy Cooper/Don Eppes,true,53,
5456,Relationship,Charlie Eppes/Don Eppes,true,330,
5457,Relationship,Charlie Eppes/Colby Granger,true,218,
5458,Relationship,Sylvie Barker/Anita Blake,true,0,
5461,Relationship,Parker/Hardison,false,19,5899
5467,Relationship,John Sheppard/Elizabeth Weir,true,1212,
5468,Relationship,Ronon Dex/John Sheppard,true,590,
5469,Relationship,Teyla Emmagan/Elizabeth Weir,true,296,
5470,Relationship,Teyla Emmagan/Jack Harkness,true,3,
5471,Relationship,Cameron Mitchell/John Sheppard,true,566,
5472,Relationship,Catherine Chandler/Vincent,false,23,9818827
5484,Relationship,Sam Carter/Vala Mal Doran,false,94,14082953
5485,Relationship,Tonker Halter/Lofty Tewt,false,21,29226617
5490,Relationship,Doumeki Shizuka/Watanuki Kimihiro,true,734,
5491,Relationship,Sawada Shin/Yamaguchi Kumiko,true,86,
5494,Relationship,Jensen Ackles/Jared Padalecki,true,18392,
5496,Relationship,Xander Harris/Willow Rosenberg,true,250,
5498,Relationship,Faith Lehane/Buffy Summers,true,1342,
5499,Relationship,Rupert Giles/Faith Lehane/Buffy Summers,true,1,
5500,Relationship,Rupert Giles/Buffy Summers,true,828,
5501,Relationship,Tara Maclay/Buffy Summers,true,134,
5502,Relationship,Willow Rosenberg/Buffy Summers,true,304,
5503,Relationship,Angel/Buffy Summers,true,2249,
5504,Relationship,Buffybot/Buffy Summers,true,1,
5505,Relationship,Greg Sanders/Nick Stokes,true,1056,
5506,Relationship,Nick Stokes/Greg Sanders,false,45,5505
5507,Relationship,Kennedy/Faith Lehane/Buffy Summers,true,1,
5508,Relationship,Warrick Brown/Catherine Willows,true,45,
5509,Relationship,Spike/Buffy Summers,true,5416,
5510,Relationship,Angel/Spike/Buffy Summers,false,80,2184463
5511,Relationship,Faith Lehane/Dawn Summers,true,124,
5512,Relationship,Rupert Giles/Ethan Rayne,true,428,
5513,Relationship,Cordelia Chase/Faith Lehane,true,57,
5515,Relationship,Faith Lehane/Joscelin Verreuil,true,0,
5521,Relationship,Drusilla/Spike,false,459,921763
5523,Relationship,Spike/Tara Maclay,false,11,75244
5526,Relationship,Spike/Xander Harris,false,178,7090
5527,Relationship,Oz Osbourne/Willow Rosenberg,false,230,4272464
5528,Relationship,Xander Harris/Faith Lehane,true,100,
5530,Relationship,Atlantis/John Sheppard,true,37,
5532,Relationship,Reginald Jeeves/Bertram Wooster,false,614,8874799
5536,Relationship,Hermione Granger/Harry Potter/Ron Weasley,true,1097,
5542,Relationship,Laura Cadman/Teyla Emmagan,true,21,
5543,Relationship,Joey Fatone/Chris Kirkpatrick,true,104,
5546,Relationship,Daniel Jackson/Jack O'Neill/John Sheppard,true,8,
5547,Relationship,Ba'al/John Sheppard,true,0,
5548,Relationship,Evan Lorne/John Sheppard,true,232,
5549,Relationship,Rick Campanelli/Chris Kirkpatrick,true,1,
5551,Relationship,Kate Heightmeyer/John Sheppard,true,19,
5552,Relationship,Rodney McKay/Radek Zelenka,true,240,
5553,Relationship,Ronon Dex/Rodney McKay/John Sheppard,true,68,
5555,Relationship,Katie Brown/Rodney McKay,true,72,
5559,Relationship,Duncan MacLeod/Methos,false,816,13414054
5560,Relationship,Jim Ellison/Duncan MacLeod,true,1,
5561,Relationship,Kronos/Methos,false,109,12943351
5575,Relationship,Anezaki Mamori/Hiruma Youichi,true,134,
5576,Relationship,Kobayakawa Sena/Shin Seijuurou,true,111,
5578,Relationship,Kaitani Riku/Kobayakawa Sena,true,4,
5579,Relationship,Hiruma Youichi/Kobayakawa Sena,true,58,
5654,Relationship,Duncan MacLeod/Tessa Noel,true,67,
5655,Relationship,Cassandra/Methos,false,16,13410103
5659,Relationship,Amanda Darieux/Nick Wolfe,true,48,
5661,Relationship,Jimmy MacElroy/Chazz Michaels,true,27,
5662,Relationship,John Bowers/Rebecca Horne,true,2,
5669,Relationship,Bela Talbot/Dean Winchester,true,175,
5670,Relationship,Bobby Singer/Dean Winchester,true,40,
5671,Relationship,Cassie Robinson/Dean Winchester,true,285,
5672,Relationship,Castiel/Dean Winchester,true,111991,
5673,Relationship,Jo Harvelle/Dean Winchester,true,692,
5675,Relationship,John Winchester/Sam Winchester,true,249,
5682,Relationship,Ruby/Dean Winchester,true,71,
5683,Relationship,Ruby/Sam Winchester,true,1285,
5685,Relationship,Claire Littleton/Dean Winchester,true,0,
5686,Relationship,Paul Callan/Dean Winchester,true,11,
5688,Relationship,Shane McCutcheon/Dean Winchester,true,0,
5689,Relationship,Willow Rosenberg/Dean Winchester,true,5,
5691,Relationship,Ellen Harvelle/John Winchester,true,35,
5692,Relationship,Ellen Harvelle/Dean Winchester,true,44,
5693,Relationship,John Winchester/Mary Winchester,true,1830,
5696,Relationship,Larry Fleinhardt/Megan Reeves,true,65,
5697,Relationship,Chad Danforth/Ryan Evans,true,855,
5706,Relationship,Akazawa Yoshirou/Kaneda Ichirou,true,3,
5710,Relationship,Akutsu Jin/Dan Taichi,true,76,
5715,Relationship,Atobe Keigo/Tezuka Kunimitsu,true,408,
5716,Relationship,Atobe Keigo/Oshitari Yuushi,true,134,
5718,Relationship,Atobe Keigo/Tachibana An,true,2,
5720,Relationship,Atobe Keigo/Echizen Ryouma,true,137,
5723,Relationship,Atobe Keigo/Sanada Genichirou,true,94,
5724,Relationship,Atobe Keigo/Shishido Ryou,true,13,
5725,Relationship,Atobe Keigo/Kikumaru Eiji,true,2,
5731,Relationship,Daniel Jackson/Jack O'Neill,true,17813,
5733,Relationship,Chinen Hiroshi/Hirakoba Rin,true,2,
5734,Relationship,Chinen Hiroshi/Kai Yuujirou,true,0,
5736,Relationship,Chinen Hiroshi/Kite Eishirou,true,0,
5737,Relationship,Chitose Miyuki/Tezuka Kunimitsu,true,16,
5738,Relationship,Chitose Senri/Tachibana Kippei,true,31,
5740,Relationship,Chitose Senri/Shiraishi Kuranosuke,true,19,
5742,Relationship,Echizen Ryouma/Fuji Shuusuke,true,123,
5743,Relationship,Echizen Ryouma/Fuji Yuuta,true,1,
